Seed,Model,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72
1,decline,0.460825229892258,0.451378322561761,0.227049704441641,0.277739465837693,0.284704670524104,0.293651332431467,0.266363470722955,0.151153058798412,0.0477394888650863,0.017123460905696,0.0145008578270201,-0.16601864096588,-0.251026454466244,-0.125909585228933,0.00733309319929554,-0.271830188069033,-0.0757514455640592,-0.047733414366201,-0.0595444438669754,-0.133213297335376,-0.0807683329273335,-0.0295635022626143,0.0301098594567522,-0.262384633784216,-0.0572739525894257
10,decline,0.372687047705498,0.372437094851514,0.292249028785939,0.364976151972773,0.349420603362911,0.270037403968921,0.259312405516975,0.184010849439122,0.286608689333845,0.162806273401457,0.152883879030536,-0.136763014779583,0.0070148186415207,-0.0533920620072929,0.0568942091541204,0.060913163648226,-0.123241257342845,-0.0205973845223275,-0.0550499749010426,0.0458119760888479,-0.117649200998945,0.0330769060199435,0.150283943769566,0.093780578791701,-0.100577277442764
100,decline,0.612470906262675,0.621009224675026,0.593679428874061,0.522933669313551,0.567737719251857,0.568525057661419,0.466653063486582,0.278242932330673,0.186629117481625,0.31153629364876,0.177077330333138,0.217047180170889,-0.0695257143471897,0.180892927571483,0.164646899204977,-0.0155598286641326,-0.00019532980518579,0.0652318228559548,0.0278843888307947,-0.0857463775306061,0.188509700083662,0.100719084848324,0.0516206488666239,0.0229652354497863,0.0112122004530781
1000,decline,0.514452024711708,0.441470450446775,0.331466569155558,0.387972182105206,0.379169498466313,0.4875721935354,0.377100679720124,0.393771591499959,0.357626350630915,0.214914334183949,0.176541454185424,0.226361498971345,0.0757148213861183,0.247107253581608,0.050241489382527,0.198215277455549,0.0427594418366188,0.19177215893277,0.328846957735668,0.174574703212275,0.102459308110036,0.289948077949245,0.187069977385103,0.13122724867708,0.0120794535480972
101,decline,0.748586829277267,0.756764349679464,0.7049869985958,0.628825271455707,0.518683674094517,0.504937572864218,0.532482430650855,0.44405910600079,0.400954941810314,0.356026408822008,0.301261784382938,0.363742424193757,0.216620350982525,0.155162596175468,0.36350770876094,0.321395192441008,0.328762774706075,0.225054016062528,0.377815155050752,0.335612344940699,0.376051830848494,0.302491250563724,0.25003616335238,0.382230834586585,0.331010269539953
102,decline,0.475202261874314,0.666589328791265,0.404523775214352,0.516941109110043,0.456747228195703,0.28741106539122,0.155585441140381,0.27021159592934,0.177171788308322,0.0862464128598641,0.184978163025535,-0.103664151425104,-0.0450194241488335,-0.134245724101712,0.0622313743432141,0.0431019219980554,-0.0191520640892595,-0.0701715761319949,-0.0294115729222617,-0.041394778742948,0.016869460840203,-0.0377309424467314,-0.0239015719553599,-0.0164395385534206,-0.0431901507186447
103,decline,0.629561815301288,0.528045865196373,0.515535170851227,0.755448858325063,0.559759038434115,0.466897019041474,0.602598888626791,0.4775494314108,0.473764338897117,0.578820552525871,0.282778640151549,0.337863287568038,0.320065321882879,0.239299483526005,0.349234201294394,0.187823857472666,0.284924622396469,0.319716725634315,0.359991572333639,0.343724647415084,0.39811887360861,0.264536276077018,0.365263457598496,0.289499884872443,0.221237907237669
104,decline,0.073857359426957,0.240081700085842,0.0725066122184139,0.0752916715889393,0.111777116522206,0.0662795868482237,0.0964125559711112,0.0537628901795934,0.0844643655006272,-0.0956366865769505,-0.128369638208808,-0.134854930486531,-0.124413285362398,0.0258320192169156,-0.114770961831645,-0.0779821838173813,-0.00731752908735095,0.0518280978373168,0.157353486729852,-0.00916587986527643,-0.15126559421101,-0.15607855008718,-0.0319661689995392,-0.0103722399675432,-0.0770640537972534
105,decline,0.379247264834705,0.224354949858853,0.285859292259566,0.550152311988009,0.348261364346268,0.258544910235726,0.186406268708022,0.116768019464768,0.0558393803153571,-0.0601847168158653,-0.200065449022608,-0.149148162906172,-0.20642047251945,-0.197817175041347,-0.143530568845543,-0.391487513409016,-0.321608773044785,-0.144759868485901,-0.223823481979914,-0.195195018950651,-0.0723436622405839,-0.12428414946071,-0.107148564926157,-0.2131775240227,-0.283199605195665
106,decline,0.686412697273157,0.571962631796005,0.458410402110194,0.508760248631516,0.511149278433797,0.486914927939599,0.509312251817906,0.355540879327852,0.334037064853074,0.334713908613205,0.204635341136353,0.102838504561038,0.0292320687899378,0.273158257815214,0.221437123780732,0.147142202513198,-0.027278709738747,0.212925346365861,0.121781903700833,0.0461417799535539,-0.105981536080273,0.164803778748541,-0.012750212180565,-0.00153397446586075,0.100545970587657
107,decline,0.245996663946611,0.239014925657941,0.253132557593971,0.258528920263167,0.235515485971356,0.243825247950845,0.0196105463729641,0.0998316685261998,0.117764277994829,-0.0396130979105554,-0.0779478652522854,0.0597805417718363,-0.0863485476276428,0.0166440353432099,0.0410871827758494,-0.129563973983771,-0.148227905725114,0.0289985260870151,0.0235343244194748,-0.0291528739982954,-0.0835712423643154,0.133137237520376,0.0174771845227577,0.00236739523939746,-0.00282259036791895
108,decline,0.338661347893745,0.370379629554495,0.446624294631496,0.286063566425092,0.211345751851653,0.325747343098088,0.460690633070748,0.439861035773151,0.227018202918058,0.221947686397639,0.173864694453023,0.0851956503403389,-0.0143675727603086,0.0616677774375382,0.267194737496386,0.155489203902215,0.101120561858187,0.241172368981746,0.176397147936835,0.201092762985169,0.148592150002196,0.206958510021897,0.303051797839315,0.153918545173492,0.0148132383064576
109,decline,0.373313899963872,0.235283779050871,0.312526456831347,0.362248476097428,0.205179944172529,0.185286078714769,0.247221649042603,0.175227436801126,0.123917270712213,-0.0268747137769218,-0.0264342004421398,-0.1095408941014,-0.0585081210910972,-0.0730176223616693,0.0779734756207503,-0.0372103507108032,-0.0168792855152091,-0.046204240592613,-0.102649056594203,-0.0455029529339222,-0.130312844326021,-0.00603002159649096,-0.0928451114537479,-0.020949772051384,0.0377259604611776
11,decline,0.708861561698099,0.585047689531027,0.652631175844341,0.658204511526323,0.769751566476492,0.557409559081051,0.578963920522095,0.484314201840544,0.34277946657845,0.445631327026297,0.326781709144876,0.455610084732006,0.257044242577057,0.257084405000202,0.4104483415219,0.160945309393238,0.00639351853143658,0.25780918725315,0.265289202688612,0.158216035695214,0.226202991407896,0.188866737380001,0.188151358354589,0.215078406491918,0.184223170072143
110,decline,0.351012797893475,0.196649952631734,0.285538277955798,0.0734168429293097,0.232236501479962,0.190824398281957,-0.0189468616496459,-0.0950342346317183,-0.108705725099961,-0.109714339614646,-0.122964277415673,-0.401564592646696,-0.241337258722402,-0.294600991440968,-0.198984278618531,-0.231074409629892,-0.235594044099512,-0.133633360692369,-0.116527904966732,-0.26572212538745,-0.176109263308662,-0.254074675212986,-0.0771163687444718,-0.290631492157929,-0.209695976639801
111,decline,0.392122151588277,0.389029260434807,0.503534659880182,0.427875141980407,0.275545776368384,0.260736174492272,0.252313094989451,0.292863337488733,0.239119553216336,0.105632381362922,0.0545347939038523,0.211418034526082,-0.0301756054238676,0.0913484331916943,0.0157950389457946,0.0786656219205521,-0.0274694358653574,0.187891368158855,0.0605765230292626,-0.0315970422395474,-0.0349754635394837,0.0524888851047889,0.0421068950538047,-0.0204447315598023,-0.0664747039812005
112,decline,0.386648196244825,0.501347468498526,0.278600631685155,0.400634805380245,0.380754612209932,0.367518120417512,0.16542550974743,0.192648951506392,0.0155166392413092,-0.0487282273135319,0.0768278516736617,0.0419385344284476,0.0567687293098772,0.0625091887231186,0.0616244318870693,0.0735012857647133,-0.0824195163584461,0.0181583095860013,0.0441923127779431,0.0227591823444425,-0.0639295755689935,0.0119332582069576,0.0574254124900069,-0.182394933554504,0.0337057613695363
113,decline,0.575170388096888,0.764141331021073,0.644575463894399,0.537824515416208,0.583580794745845,0.427910990876905,0.410885588099737,0.392735529060318,0.424506384329946,0.348706120644253,0.23377265697728,0.285205677920331,0.122882315811803,0.263454155830741,0.248920160451548,0.193242190182923,0.148865945956494,0.342139508336335,0.348114535667878,0.238143280850789,0.290865750346916,0.3671228884363,0.245031924742859,0.220616939932374,0.0778168592581657
114,decline,0.351789392563758,0.284650927948494,0.382820933868724,0.15151993926158,0.104845204917262,-0.0127039991633889,0.0483381843110784,0.0380013365704204,0.0530997139908394,0.0201018741412936,0.0909422672236581,0.0133881252205433,-0.0105116695230738,-0.0620333481637911,-0.0503728145606072,-0.0178097766762321,0.106610568629299,0.0824370030702838,0.0191151767514206,-0.0237853227664702,0.0320181933720844,0.0516154843885859,0.0680729647855486,0.0767144368706782,0.121726150578957
115,decline,0.583307725305321,0.528544998485413,0.400888985150664,0.344784858547574,0.489652706029702,0.585472782658032,0.30734803100765,0.206808028558657,0.258963753913563,0.281855148365775,0.27654901937065,0.0180511593839882,0.153228421603965,0.211440430905482,0.19072271692921,0.242673410694002,0.266955056959258,0.184021559007152,0.273194246622442,0.122035070063067,0.196494865993157,0.260238004963969,0.168363725215002,0.135984570218285,0.168476366883577
116,decline,0.172990916092145,-0.0443221394566138,-0.00687107772189479,-0.0342881216735677,0.0218585566997041,-0.174923408878433,0.0232800153317095,-0.36999409765898,-0.314197555819212,-0.340183056294403,-0.450734268885175,-0.514037230550948,-0.403672215815636,-0.366228296162638,-0.414441102905063,-0.473089563734499,-0.450479970229012,-0.422616795835115,-0.337184393232752,-0.324899317082415,-0.389024518375579,-0.292285141452918,-0.311106878207635,-0.341906055010139,-0.315900329419052
117,decline,0.144584864916052,0.327659041027248,0.171674788186705,0.293953404979977,0.278458228477939,0.108606028912975,0.0800848986977314,0.044923865169259,0.0415344782054244,0.00594389843762008,0.112690514462347,0.122957918358917,-0.0513978931601541,-0.0277500658486103,0.0104890073232601,0.0786930984817013,0.0690172705583537,0.0564481492128313,0.137667249135834,0.220920852067294,0.014720142888628,0.180800254694738,0.0812175995042081,0.0985577848071276,0.0516952651304259
118,decline,0.412167914670152,0.370749244856417,0.420691399669682,0.445000962860806,0.413938108673132,0.443526307541529,0.358329238651093,0.306342952049218,0.291612907105945,0.0524350939863775,0.0741598221302058,-0.0374606580965466,-0.137979083286306,-0.0272006245773324,0.0807463413775128,0.020864389785407,0.0483101079223399,-0.0429643280661672,-0.0876619382975329,-0.0331684055149138,-0.0199642258615834,0.012367099214564,0.0483217178581925,-0.0492524999241538,-0.190976739527694
119,decline,0.396566470214289,0.4089395122365,0.329779757888457,0.3773337916013,0.399229555804928,0.421972259092183,0.304272939210763,0.367273573538974,0.440632327481909,0.415923224302107,0.389506079964064,0.239128122871781,0.154565963644859,0.339447480559895,0.294994165316524,0.214309232069951,0.141770931522292,0.279135248054777,0.220996665236651,0.0759749799362944,0.145611607843985,-0.0220901035277275,0.0980168244982211,0.0906707558422044,0.275729841262303
12,decline,0.540128919730898,0.550818519197554,0.59595638634233,0.558687686539039,0.580272091250291,0.602000708829068,0.489533564224548,0.510452041664792,0.598292109323536,0.445990630091513,0.372257961052804,0.247482135409069,0.238728122222706,0.335769636920282,0.28660198444946,0.21462122707131,0.267240837334291,0.211888251444125,0.325413682820647,0.228397028693922,0.240466332004587,0.553277774954282,0.547579052294786,0.405320291189788,0.304523886884411
120,decline,0.341372992553994,0.195606235951405,0.105700912839585,0.0999175411724836,0.00901235550236608,0.164355096554288,-0.0198457741117007,-0.0596662772365888,-0.0854893108429841,-0.0468680267802597,-0.146289322182745,-0.176549563678879,-0.210390470856942,-0.0980317536593142,-0.212293704889655,-0.155658954342418,-0.303774611647132,-0.130313042718573,-0.150072822036975,-0.264722361517108,-0.311770021899617,-0.25923838368258,-0.429052112013706,-0.435097611103404,-0.465587853655325
121,decline,0.323000075223696,0.36239801631329,0.351761862706374,0.395973920024501,0.422101508965911,0.433943034550316,0.424559154608119,0.169523530551729,0.19825541429461,0.282212078322744,0.15968192305884,0.0946295738617801,0.165285737897197,0.0859121127530815,0.233999410969249,0.151661449074698,0.0675606892745694,0.199992233511452,0.222914950780565,0.167234333076149,0.161789840889229,0.252525908588464,0.301132757544448,0.152759029418021,0.238290513452944
122,decline,0.490838108435223,0.505130636610448,0.465589654748381,0.471685424093142,0.282295105157051,0.274005380089946,0.303835196988857,0.326876118805677,0.365464961805761,0.117153665888181,0.125752991648822,0.0987564425091566,0.0376659534213849,0.164663219125603,0.268230495319194,0.178247453294417,0.137807625697949,0.178852117074548,0.263045708394106,0.20130103540895,-0.0113576888917903,0.100156221547655,0.0535051374996841,0.115780577904378,0.250892950791754
123,decline,0.439220517514418,0.365019859507826,0.360969336366725,0.3386565688351,0.328543296316154,0.309083792557519,0.470628551427511,0.220845676507952,0.306199050355088,0.152701702420747,0.0128955277556964,-0.0366454023495512,-0.0899091571624985,-0.0234116033461896,0.0557635409187421,-0.0667046800258493,-0.0298675026285127,-0.121173411310216,0.226043748489698,0.058715264715792,0.0383537782107771,0.0592909017633404,0.00689800577672476,0.0193224644904438,0.345449381203492
124,decline,0.156546575189116,0.141821448885598,0.117791282575832,0.0551883150688341,0.103998923511348,0.18208008556061,0.0440526512550736,0.152646500964142,0.197047619648987,0.0121459137900219,-0.0617835959722639,-0.0324827088167466,-0.0438776458854602,0.076781742794746,-0.0695024972345675,-0.0421572415075814,0.00717124374181147,0.0190406687451539,0.0775979694794046,0.00831405433550313,0.0900937029912983,0.0842628687572667,0.00257873803210072,-0.142406307513304,-0.287725431088466
125,decline,0.37071669972914,0.455799579095126,0.329406668350806,0.133173370928085,0.27164744194136,0.174565183464987,0.210775650809024,0.110819812753223,0.0677754539736949,0.147039857090528,-0.0668242485522865,-0.0825570847995646,-0.107810484462898,-0.0276473290379088,0.0267840248623931,-0.0466376987166933,-0.0840864670988737,0.00131977369647679,-0.003391581830448,-0.139687706600077,-0.0828623867579306,-0.0539102130509069,-0.0375349139017224,-0.130582984680629,-0.294570744691034
126,decline,0.55492269688077,0.46657812665052,0.541468290362798,0.468251801301902,0.490033816678863,0.470855410538538,0.477134694565349,0.316204385873034,0.233444576735037,0.150091904551616,0.0275869232952663,-0.128999900804173,-0.130754347020354,0.0137331883993198,-0.0155187714677147,0.0326289455258265,-0.0341142658126874,-0.087493907799055,0.0531006488059169,-0.0534909957131423,-0.148168099484232,-0.148877812749712,0.00827398565501526,-0.00170721641518801,-0.0709534192633008
127,decline,0.463733517552028,0.223543962036724,0.326909356565594,0.281798272907682,0.141161327284039,0.365113587802238,0.447130466055287,0.26005986568525,0.294891774022582,0.278529577033098,0.248922958830228,0.202485190765391,0.106205010688663,0.152615708993558,0.273435513177199,0.270101092260143,0.168163854769496,0.174242005184908,0.210452940582172,0.288791708715827,0.233903828683616,0.151751427217725,0.255268022437351,0.128833580476661,0.0944238463360091
