Seed,Model,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72
1,seasonal,-0.26939214881237,-0.190862234793026,-0.144133375995385,-0.15142957592815,-0.167823736930923,-0.0790146929618317,-0.038328596494751,-0.128533469564153,-0.0838644117641087,-0.0509060577314279,-0.0221771432178785,0.0542712381617103,-0.0562942400515742,-0.0370371518455759,0.0266446802828683,-0.0803267958761625,-0.00331858428156012,0.0626848467786108,0.0479954895677302,-0.119375671827403,-0.0611020244688176,-0.0627091902224422,0.0212012591756082,0.0114194696378249,0.00481274786081619
10,seasonal,0.238261141994457,0.126146873979503,0.210693688145294,0.171927590589119,0.151299861970567,0.256055148385464,0.152389133737591,0.0192621792163811,0.0816387577573784,0.107769144928106,0.154861538122444,0.250051966694467,0.148651392177689,0.298693973011061,0.288579248458847,0.216512464664953,0.0844992151638868,0.292327042495793,0.12352443247693,0.103364214013814,-0.0206308583603367,0.00624218228987317,-0.0228857219814583,-0.073839283358307,-0.0789854230618303
100,seasonal,-0.133041189803213,-0.0547459786135697,0.0220695214099474,0.124790004440719,-0.0503881833334492,0.073087312721279,0.115181702832224,0.166250719894335,-0.113691448568564,0.0977013820404528,0.212060279553764,-0.0595447499011561,-0.0956105254086849,0.145910405142496,0.0800723178947877,0.257334623987794,-0.0757183546494444,0.122415582163713,-0.0303688564317393,0.0461162017196034,-0.082671196994168,-0.0978513223225841,-0.00368297925883138,-0.0810576589828667,0.0560835008757559
1000,seasonal,0.0439815210676652,0.213013126311217,0.191037969935753,0.216692503831407,0.226716648528086,0.235379166193586,0.289685685578729,0.250266112128783,0.136790985582003,0.267624489937405,0.215261472599868,0.289804606657973,0.251945695490371,0.332303758534733,0.232554750140851,0.142615356903207,0.0929933957717263,0.246649100780973,0.261420403938786,0.232428366422826,0.0170038591201225,0.224738416316571,0.114749168441315,0.122938422782213,0.202348306377643
101,seasonal,-0.176745844250877,0.0170604104200895,-0.105985635284024,-0.18469009574026,-0.0958054803138441,-0.11652306677306,0.0291038686195114,-0.0376240672922859,0.164837566029358,-0.0332749724230611,-0.0495129632818107,-0.0993053188510134,-0.115548537851237,0.100902386036825,-0.0207539707734719,-0.0549233600147433,-0.13648353289484,0.026122396041989,0.0227358370369074,0.092521407917062,-0.0451356563244982,0.00828998924194253,-0.0351039915349576,-0.0908112201761028,0.0424807384170677
102,seasonal,-0.0772900765049482,-0.137381126835179,-0.0690520092151139,-0.113324788450925,-0.190940629094038,-0.0583544630848438,0.0486890034377799,-0.176209490190196,-0.162463326913122,-0.0649760828528007,-0.0270485838629964,-0.0509236094347161,-0.0907519968566484,-0.126215857239585,-0.0443498163135988,-0.0605907307249372,-0.166486134005773,-0.0337574825468792,0.00081221163161457,-0.0570648322267129,-0.0977111302811072,-0.0553592390664127,0.0350863491289303,-0.178282626993078,-0.175390056280686
103,seasonal,0.119726998314133,0.176808206855122,0.112620403695944,0.11439074693656,0.0263949949083296,0.11299038236059,0.194783338722598,0.182549692547576,0.12464835511419,0.117841001151342,0.107925192929125,0.0002387939858935,0.0164394066943166,0.139645562724711,0.255024474578112,0.0363644743898615,0.0767660413127962,0.0954660593462551,0.0829969083417462,0.0632917766787411,0.0766426020895429,0.0181515300019572,0.259085424690794,0.106277304642851,0.129119992376353
104,seasonal,-0.240584857495763,-0.361065074271268,-0.163477272371364,-0.245710020426578,-0.147484869872761,-0.0906689995882677,-0.0889042652476415,-0.192952017149663,-0.188142883850697,-0.250487722247323,-0.220702201539882,-0.136882011829566,-0.281000205695839,-0.145837544278475,-0.140121589735519,-0.236730817868766,-0.236606409744796,-0.0888261317448533,-0.0449889384893097,-0.283414525948661,-0.152885922041842,-0.117549569410379,-0.160269960530323,-0.364983094754758,-0.315126715908258
105,seasonal,-0.22963212070477,-0.128437842284858,-0.102717629416284,-0.127516444902022,-0.134713830283706,-0.0494840826481646,0.0424130473210276,-0.0661703110001556,-0.117775582332035,-0.0586073106399961,-0.00526384254393423,-0.0255972308161616,-0.109677850450012,-0.0873942978723238,0.165667890206817,-0.0688841318621054,0.069451969951296,0.0126965050762458,0.0628922920776956,-0.0128883852580488,-0.0344492013962092,0.0329615170214955,0.0679557897831754,0.0224501904363025,-0.047371992959471
106,seasonal,-0.0710986788599438,-0.0387128697862707,0.075647023198567,0.0960753781008654,-0.0829842660065998,-0.0928862309058484,0.0434280240908282,-0.00214175815025713,-0.0213484466127593,0.127394260527928,-0.0336446918286306,-0.052588302015926,-0.135406751599243,-0.116254258455934,-0.0514762068463094,-0.060108290891312,-0.105672588953488,-0.073774144809608,0.0220883624593444,-0.112604179965076,-0.0487434780246228,-0.0874608454801201,0.0501332627261011,-0.0670595282467106,-0.00893931376499948
107,seasonal,-0.00531784207810088,-0.130814965695315,-0.0218800799320505,0.0781160673108007,-0.0166818871100436,0.127089603023972,0.177764246770673,0.0853579557549825,-0.0366116683565768,0.0253390223962623,0.0229671218559627,0.0893658253076358,0.0101231674016137,-0.0469961459311918,-0.0111569984887234,-0.115436228565269,-0.0109263309790928,0.119347159420022,0.142545606921871,-0.0676588485497364,0.166934165881197,0.0476333208666112,-0.00579853354211011,0.0389621741334823,0.0315388816270536
108,seasonal,0.00134182887502575,0.060144857779852,0.00375635158032443,-0.0287923898173126,-0.0160576761774539,0.15804801935908,0.0243955503075619,-0.033572868593491,0.0348598643186065,-0.0460123316253954,0.115661753862348,-0.131245515709774,-0.145180804403089,-0.0616251282300358,0.0549898634741733,0.145100062589542,-0.0505968772141923,0.00740448010934618,0.0703486547463432,0.0667739628740981,-0.116827256058336,-0.00392600041288035,0.119711164017816,0.0043377945316344,0.0169197865471014
109,seasonal,-0.0881666642898358,0.134360014082935,0.053806926372825,0.0603259231325323,-0.0206710545369335,0.0938244984998141,0.0548910378141544,0.0837847549639719,0.0459632271369503,0.119495980726536,0.158193774288796,0.0536632817027949,0.115673397601328,0.00480045504699557,0.247915745169656,0.191423845092597,0.166899807026564,0.126460446112464,0.17571421470848,0.136212505352638,0.203307832053549,0.335363541209458,0.133967311583713,0.173393043820706,0.13998981420554
11,seasonal,0.112009499832372,0.157839020037765,0.124079844363172,0.156910815666055,0.0874366321108931,0.111819269079869,0.136139389352795,0.114285577758674,0.0718741176533166,0.188810432553705,0.142032111727643,0.0231101534788869,0.204432635206011,0.196638453464444,0.0939175770049443,0.127199247120494,0.146896086547883,0.218302365548128,0.10561612837771,0.190653031634097,-0.057205691051767,0.183219274642419,0.159298668680516,0.0139457025811182,0.0724544196128233
110,seasonal,-0.201483707157666,-0.104541435781986,-0.0261492716271037,-0.13263936602139,-0.337525030078285,-0.130329375109646,-0.122725998318419,-0.0942327834190268,-0.0782520358483103,-0.0518424789554507,0.024770564441488,-0.0385078675028096,-0.15250284383827,-0.0908865589396151,-0.0314295199081643,-0.121799960832523,-0.207513036678541,-0.16443723063631,-0.0821066662752427,-0.0550514068399772,-0.203552184519626,-0.170223286659883,-0.0690084608380222,-0.033099646755829,-0.177768630252181
111,seasonal,-0.359326033161925,-0.374445898126998,-0.338832199188812,-0.0904772321762613,-0.360345921866764,-0.221609653922887,-0.190447080201808,-0.162358467212855,-0.259038159912995,-0.140683428148947,-0.219169669371583,-0.21750363969811,-0.252905563877466,-0.188167541640796,-0.0735490389792344,-0.0486689537505549,-0.295030666082588,-0.045802994817735,-0.21954527335774,-0.0738555856501762,-0.076955783815522,0.0339327680787898,-0.180706237029758,-0.295244634255914,-0.230184239908835
112,seasonal,0.0613795896748912,0.0896838635992603,0.148336663042223,-0.0959496695633315,-0.0804571430020745,0.041822704718122,-0.0646252187460849,0.0719545476807798,0.0491570701170187,-0.0396446320326694,-0.00882085500848745,0.0685190019971669,-0.0924190975505142,0.0274071135410118,-0.0076816916385854,-0.0362006757979592,-0.0377471376041746,0.0993886279717642,0.0349855863548236,-0.0152532636755204,-0.0212174422277936,0.169076026010293,0.0737123210146803,0.1614910064744,0.218951263877641
113,seasonal,-0.0195732069889,0.0974578069999062,0.233365719176032,0.057324429159719,-0.00561934212808724,0.169927373301618,0.186038041876277,0.0412212766169999,-0.00559158458989113,0.199510525159702,0.120553938461692,0.12236256552718,0.110359051417834,0.0323705946138001,0.130467392557391,0.127487871131052,0.0739957060037852,0.168187782803894,0.0634272487824766,0.19551146609522,-0.0460800575653836,-0.047650728897588,0.0987159288009772,-0.120724871828249,0.028211572469272
114,seasonal,-0.298156370671704,-0.203681156176367,-0.20326219749374,-0.204624103770397,-0.194696823547542,-0.0909652404854652,-0.116098661537829,-0.160893804768239,-0.247763814280228,-0.184899871969835,-0.211369876363796,-0.252292877957864,-0.188694782142256,-0.106706990149682,-0.0920036559833369,-0.238048884107224,-0.233926110042048,-0.085864394518294,-0.140350055798634,-0.22208192733806,-0.220811668997272,-0.269097776221339,-0.169904396557529,-0.161145808759234,-0.140266949876228
115,seasonal,0.114831139128957,0.236642970488677,0.226073162305709,0.102069051985496,-0.0271828945551889,0.0581042662943155,0.188880427164067,0.203365403019119,0.126956682665666,0.222008506417293,0.141077718187404,0.172209265715245,0.112260156988514,0.317619010868686,0.25090511153069,0.160211088362976,0.182441575914595,0.180109985629371,0.268831046705411,0.068510410025255,0.0228922557676485,0.152415955855477,0.137567909678987,0.115827006418214,0.120946299130212
116,seasonal,-0.0852513475178958,0.0176064582225069,0.244098493805617,0.130995614190313,0.098465050905181,0.151653687119379,0.167964055711849,0.173548605710778,0.0399951140559626,0.153796639736093,0.15934183820696,0.228250982188993,0.0653653858665366,0.24841582728147,0.0498841015107104,0.053150571898152,-0.0222204541311508,0.138660018379465,0.21980603084941,0.00288766615629967,-0.0958269125280727,0.00320463171230717,0.110386551378862,-0.0175617092310474,0.0292614452641897
117,seasonal,0.154477943597957,0.122420120921369,0.24256183868355,0.192107425403594,0.139028857573334,0.312086058461719,0.180977327170591,0.161022592864363,0.117986731317311,0.330432809948162,0.315726852678583,0.0815491681735981,0.120149232029747,0.124197417181252,0.167388160211774,0.135390499524883,0.108454233974797,0.236670342673125,0.257959344168266,0.0678775068399974,0.109186733083716,0.137233791225288,0.265879868402403,0.245564621379219,0.0536152880792705
