File,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72
constant_1,0.00445401050505047,0.0044621436363636,0.00448130747474744,0.00446278323232323,0.00445434323232323,0.00445636606060602,0.0044592343434343,0.00447342666666662,0.00445521979797975,0.00446061999999997,0.00447170181818182,0.00447102969696971,0.00447263595959595,0.0044663111111111,0.0044647402020202,0.00445255696969692,0.00446970363636362,0.00446605191919192,0.00446272989898987,0.00446610747474746,0.00447712323232325,0.0044695814141414,0.00446663878787876,0.00446057878787877,0.00445390343434339
constant_2,0.00454594181818184,0.00453316000000003,0.00452667212121214,0.00453920646464649,0.00453338424242425,0.00454525090909097,0.0045411886868687,0.00453218383838384,0.00453239535353536,0.00453320444444449,0.00453852020202023,0.0045239165656566,0.00453389595959595,0.0045373361616162,0.00453040747474749,0.00452293494949494,0.00452698969696972,0.00454138282828286,0.0045327868686869,0.00452732282828282,0.00453501353535359,0.00453570525252531,0.00452782666666665,0.00454577030303036,0.00453662767676767
constant_3,0.00455944464646469,0.00453857959595965,0.00455355474747476,0.00454529979797983,0.00454513575757576,0.00453477010101014,0.00454931171717176,0.00455143070707078,0.00453871474747476,0.00454800040404045,0.00455382565656571,0.0045473335353536,0.00454126626262632,0.00454053919191923,0.00454313131313135,0.0045456480808081,0.00453721515151515,0.00454553636363639,0.00454145777777779,0.00455334323232325,0.00455112686868688,0.00453699313131318,0.00454118101010099,0.00455527898989902,0.00453268707070711
constant_4,0.00448926868686872,0.00448208828282831,0.0044859503030303,0.00448659515151513,0.00447808989898992,0.00447483010101011,0.00448473070707073,0.00448347818181817,0.00448692464646465,0.00447542707070711,0.00448439616161616,0.00449054202020204,0.00447459292929292,0.00447936404040401,0.00447880969696972,0.00448718686868685,0.0044892367676768,0.00447720363636365,0.00447997898989904,0.00448298686868688,0.00449019373737375,0.00448159737373741,0.00448682343434346,0.00447105898989902,0.00447310464646462
constant_5,0.00454502222222224,0.00453592686868688,0.0045275812121212,0.00454209090909096,0.00454056040404044,0.00455061151515157,0.00454184181818184,0.00454907454545462,0.00455267171717175,0.00454541757575758,0.00454982585858587,0.00453640181818183,0.00453947595959599,0.00454900242424244,0.0045400771717172,0.00454150444444444,0.00455596848484854,0.00455221494949497,0.00454771636363638,0.00454855232323236,0.00455474666666668,0.00454116181818186,0.00454046060606061,0.0045473436363637,0.00453180828282828
constant_6,0.00451688202020204,0.00450824424242426,0.00452386161616163,0.00451943959595968,0.00454391010101014,0.00451074202020204,0.00452606424242425,0.00453003070707072,0.0045233818181818,0.0045155773737374,0.00452256606060607,0.00452024828282828,0.0045337242424243,0.00452096565656565,0.00452143313131314,0.00451831111111115,0.00451317313131317,0.00452099494949495,0.00451930888888891,0.00452738222222224,0.0045228262626263,0.00451239737373738,0.00451964060606065,0.00453177454545457,0.00451648060606059
constant_7,0.00440584080808078,0.0043975256565656,0.00440643232323224,0.00440087636363629,0.00440114080808072,0.00441082949494942,0.00440021858585849,0.00440609212121206,0.00440703171717165,0.00440017898989892,0.00440260989898983,0.00441111535353531,0.00440883515151509,0.00439929717171709,0.00441154828282818,0.00441021474747469,0.00441009050505046,0.00440826282828278,0.00439549959595953,0.00440145717171709,0.00439888303030294,0.00440396686868681,0.0043974478787878,0.00440446484848481,0.00440536505050501
constant_8,0.00445952868686868,0.00444933070707069,0.00445616868686867,0.00446610626262627,0.00445296222222222,0.00446240484848481,0.00446234707070706,0.00445776808080803,0.00446693575757573,0.00445966787878789,0.00447320404040405,0.0044707385858586,0.00447172040404041,0.00445855878787877,0.00446753616161614,0.00446208888888886,0.0044627490909090704,0.00446083858585858,0.00446381131313133,0.00446910989898991,0.00446067757575757,0.00445910505050506,0.0044609923232323,0.00447202929292933,0.00445711676767674
constant_9,0.00447352585858587,0.00446138808080807,0.00446833191919195,0.00446922222222222,0.00446545999999999,0.00447111939393937,0.00445491939393938,0.00446506464646467,0.00447348383838387,0.00447302080808084,0.0044671127272727,0.00445169575757576,0.00447293878787879,0.00447100747474749,0.00447324343434347,0.00447741515151517,0.00447576707070707,0.00446727252525255,0.00446600424242423,0.00446940161616163,0.00446287676767676,0.0044557943434343,0.00447173393939392,0.00446244484848485,0.0044674474747475
constant_10,0.00443178545454543,0.00442245131313127,0.00441887818181811,0.00441927595959593,0.0044297549494949,0.00441215717171713,0.00439318767676764,0.0044206917171717,0.00442241777777773,0.00441915454545451,0.0044117846464646,0.00443957454545451,0.00441419232323225,0.00441613050505045,0.00442051878787877,0.00442180828282826,0.00442328282828278,0.00442301454545453,0.00441313919191915,0.0044132248484848,0.00441366949494947,0.00441546727272723,0.00442000020202016,0.00441668323232318,0.00441665353535353
